FPGA idle power [mW]:,3730.8

Program energy [mJ]:,7.83

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
1720000,0.086,32.8
1740000,0.087,18.4
1760000,0.088,25.6
1780000,0.089,24.1
1800000,0.090,27.0
1820000,0.091,25.6
1840000,0.092,25.6
1860000,0.093,31.0
1880000,0.094,21.3
1900000,0.095,21.3
1920000,0.096,27.0
1940000,0.097,19.8
1960000,0.098,22.7
1980000,0.099,21.3
2000000,0.100,27.0
2020000,0.101,16.9
2040000,0.102,23.2
2060000,0.103,27.0
2080000,0.104,25.6
2100000,0.105,21.3
2120000,0.106,31.3
2140000,0.107,38.5
2160000,0.108,27.0
2180000,0.109,34.2
2200000,0.110,25.6
2220000,0.111,29.4
2240000,0.112,24.1
2260000,0.113,25.6
2280000,0.114,32.8
2300000,0.115,19.8
2320000,0.116,40.0
2340000,0.117,29.9
2360000,0.118,31.3
2380000,0.119,25.6
2400000,0.120,31.0
2420000,0.121,28.4
2440000,0.122,19.8
2460000,0.123,24.1
2480000,0.124,31.3
2500000,0.125,28.4
2520000,0.126,21.3
2540000,0.127,31.3
2560000,0.128,32.8
2580000,0.129,21.7
2600000,0.130,22.7
2620000,0.131,29.9
2640000,0.132,25.6
2660000,0.133,22.7
2680000,0.134,29.9
2700000,0.135,27.0
2720000,0.136,21.3
2740000,0.137,28.4
2760000,0.138,23.2
2780000,0.139,27.0
2800000,0.140,24.1
2820000,0.141,27.0
2840000,0.142,28.4
2860000,0.143,24.1
2880000,0.144,29.9
2900000,0.145,27.0
2920000,0.146,31.3
2940000,0.147,32.5
2960000,0.148,31.3
2980000,0.149,28.4
3000000,0.150,28.4
3020000,0.151,27.0
3040000,0.152,27.0
3060000,0.153,24.1
3080000,0.154,25.6
3100000,0.155,31.3
3120000,0.156,32.5
3140000,0.157,18.4
3160000,0.158,34.2
3180000,0.159,25.6
3200000,0.160,22.7
3220000,0.161,18.4
3240000,0.162,24.1
3260000,0.163,24.1
3280000,0.164,22.7
3300000,0.165,23.2
3320000,0.166,25.6
3340000,0.167,28.4
3360000,0.168,27.0
3380000,0.169,28.4
3400000,0.170,29.9
3420000,0.171,28.4
3440000,0.172,32.8
3460000,0.173,54.3
3480000,0.174,49.6
3500000,0.175,52.9
3520000,0.176,48.6
3540000,0.177,51.5
3560000,0.178,51.5
3580000,0.179,42.8
3600000,0.180,29.9
3620000,0.181,19.8
3640000,0.182,15.5
3660000,0.183,26.3
3680000,0.184,15.5
3700000,0.185,21.3
3720000,0.186,25.6
3740000,0.187,18.4
3760000,0.188,19.8
3780000,0.189,15.5
3800000,0.190,29.9
3820000,0.191,22.7
3840000,0.192,23.2
3860000,0.193,24.1
3880000,0.194,21.3
3900000,0.195,25.6
3920000,0.196,27.0
3940000,0.197,21.3
3960000,0.198,22.7
3980000,0.199,28.4
4000000,0.200,15.5
4020000,0.201,23.2
4040000,0.202,32.8
4060000,0.203,14.1
4080000,0.204,25.6
4100000,0.205,27.0
4120000,0.206,21.3
4140000,0.207,22.7
4160000,0.208,22.7
4180000,0.209,25.6
4200000,0.210,24.8
4220000,0.211,27.0
4240000,0.212,24.1
4260000,0.213,24.1
4280000,0.214,19.8
4300000,0.215,27.0
4320000,0.216,28.4
4340000,0.217,27.0
4360000,0.218,25.6
4380000,0.219,26.3
4400000,0.220,31.3
4420000,0.221,18.4
4440000,0.222,29.9
4460000,0.223,24.1
4480000,0.224,22.7
4500000,0.225,25.6
4520000,0.226,25.6
4540000,0.227,22.7
4560000,0.228,20.1
4580000,0.229,24.1
4600000,0.230,25.6
4620000,0.231,16.9
4640000,0.232,22.7
4660000,0.233,25.6
4680000,0.234,24.1
4700000,0.235,6.9
4720000,0.236,12.6
4740000,0.237,10.9
4760000,0.238,15.5
4780000,0.239,14.1
4800000,0.240,19.8
4820000,0.241,8.3
4840000,0.242,6.9
4860000,0.243,14.1
4880000,0.244,15.5
4900000,0.245,9.7
4920000,0.246,21.7
4940000,0.247,18.4
4960000,0.248,15.5
4980000,0.249,8.3
5000000,0.250,19.8
5020000,0.251,18.4
5040000,0.252,14.1
5060000,0.253,14.1
5080000,0.254,15.5
5100000,0.255,17.1
5120000,0.256,16.9
5140000,0.257,21.3
5160000,0.258,18.4
5180000,0.259,14.1
5200000,0.260,18.4
5220000,0.261,19.8
5240000,0.262,18.4
5260000,0.263,6.9
5280000,0.264,21.7
5300000,0.265,18.4
5320000,0.266,27.0
5340000,0.267,12.6
5360000,0.268,27.0
5380000,0.269,22.7
5400000,0.270,21.3
5420000,0.271,27.0
5440000,0.272,22.7
5460000,0.273,24.8
5480000,0.274,24.1
5500000,0.275,25.6
5520000,0.276,28.4
5540000,0.277,15.5
5560000,0.278,27.0
5580000,0.279,18.4
5600000,0.280,21.3
5620000,0.281,5.4
5640000,0.282,21.7
5660000,0.283,25.6
5680000,0.284,15.5
5700000,0.285,28.4
5720000,0.286,18.4
5740000,0.287,25.6
5760000,0.288,21.3
5780000,0.289,22.7
5800000,0.290,19.8
5820000,0.291,17.1
5840000,0.292,22.7
5860000,0.293,24.1
5880000,0.294,21.3
5900000,0.295,18.4
5920000,0.296,22.7
5940000,0.297,18.4
5960000,0.298,21.3
5980000,0.299,19.8
6000000,0.300,18.6
6020000,0.301,16.9
6040000,0.302,24.1
6060000,0.303,19.8
6080000,0.304,21.3
6100000,0.305,5.4
6120000,0.306,15.5
6140000,0.307,14.1
6160000,0.308,22.7
6180000,0.309,20.1
6200000,0.310,21.3
6220000,0.311,14.1
6240000,0.312,11.2
6260000,0.313,21.3
6280000,0.314,18.4
6300000,0.315,16.9
