FPGA idle power [mW]:,3704.7

Program energy [mJ]:,10.64

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
1780000,0.089,40.2
1800000,0.090,41.6
1820000,0.091,27.2
1840000,0.092,35.8
1860000,0.093,41.6
1880000,0.094,25.8
1900000,0.095,37.3
1920000,0.096,38.7
1940000,0.097,37.3
1960000,0.098,38.7
1980000,0.099,34.4
2000000,0.100,38.7
2020000,0.101,25.8
2040000,0.102,23.0
2060000,0.103,33.0
2080000,0.104,35.8
2100000,0.105,18.6
2120000,0.106,28.7
2140000,0.107,43.0
2160000,0.108,31.5
2180000,0.109,33.0
2200000,0.110,40.2
2220000,0.111,44.7
2240000,0.112,24.3
2260000,0.113,43.0
2280000,0.114,38.7
2300000,0.115,34.4
2320000,0.116,33.0
2340000,0.117,40.2
2360000,0.118,41.6
2380000,0.119,28.7
2400000,0.120,37.0
2420000,0.121,41.6
2440000,0.122,35.8
2460000,0.123,28.7
2480000,0.124,41.6
2500000,0.125,38.7
2520000,0.126,20.0
2540000,0.127,44.5
2560000,0.128,43.0
2580000,0.129,32.3
2600000,0.130,40.2
2620000,0.131,41.6
2640000,0.132,37.3
2660000,0.133,28.7
2680000,0.134,43.0
2700000,0.135,40.2
2720000,0.136,30.1
2740000,0.137,40.2
2760000,0.138,41.6
2780000,0.139,38.7
2800000,0.140,33.0
2820000,0.141,40.2
2840000,0.142,38.7
2860000,0.143,35.8
2880000,0.144,37.3
2900000,0.145,40.2
2920000,0.146,37.3
2940000,0.147,26.1
2960000,0.148,38.7
2980000,0.149,38.7
3000000,0.150,33.0
3020000,0.151,31.5
3040000,0.152,35.8
3060000,0.153,35.8
3080000,0.154,34.4
3100000,0.155,44.5
3120000,0.156,37.0
3140000,0.157,40.2
3160000,0.158,37.3
3180000,0.159,41.6
3200000,0.160,41.6
3220000,0.161,31.5
3240000,0.162,40.2
3260000,0.163,33.0
3280000,0.164,34.4
3300000,0.165,33.9
3320000,0.166,35.8
3340000,0.167,37.3
3360000,0.168,40.2
3380000,0.169,37.3
3400000,0.170,33.0
3420000,0.171,31.5
3440000,0.172,30.1
3460000,0.173,57.4
3480000,0.174,57.1
3500000,0.175,56.0
3520000,0.176,61.7
3540000,0.177,60.3
3560000,0.178,58.9
3580000,0.179,57.4
3600000,0.180,44.5
3620000,0.181,31.5
3640000,0.182,34.4
3660000,0.183,21.5
3680000,0.184,30.1
3700000,0.185,30.1
3720000,0.186,30.1
3740000,0.187,35.8
3760000,0.188,31.5
3780000,0.189,28.7
3800000,0.190,28.7
3820000,0.191,34.4
3840000,0.192,32.3
3860000,0.193,41.6
3880000,0.194,28.7
3900000,0.195,33.0
3920000,0.196,37.3
3940000,0.197,28.7
3960000,0.198,34.4
3980000,0.199,40.2
4000000,0.200,24.3
4020000,0.201,30.8
4040000,0.202,38.7
4060000,0.203,28.7
4080000,0.204,22.9
4100000,0.205,37.3
4120000,0.206,34.4
4140000,0.207,24.3
4160000,0.208,25.8
4180000,0.209,35.8
4200000,0.210,26.1
4220000,0.211,25.8
4240000,0.212,34.4
4260000,0.213,30.1
4280000,0.214,22.9
4300000,0.215,33.0
4320000,0.216,31.5
4340000,0.217,30.1
4360000,0.218,24.3
4380000,0.219,35.4
4400000,0.220,38.7
4420000,0.221,30.1
4440000,0.222,41.6
4460000,0.223,37.3
4480000,0.224,27.2
4500000,0.225,28.7
4520000,0.226,37.3
4540000,0.227,35.8
4560000,0.228,23.0
4580000,0.229,37.3
4600000,0.230,40.2
4620000,0.231,27.2
4640000,0.232,27.2
4660000,0.233,31.5
4680000,0.234,33.0
4700000,0.235,14.3
4720000,0.236,24.3
4740000,0.237,21.5
4760000,0.238,18.6
4780000,0.239,20.0
4800000,0.240,28.7
4820000,0.241,22.9
4840000,0.242,22.9
4860000,0.243,25.8
4880000,0.244,24.3
4900000,0.245,20.0
4920000,0.246,23.0
4940000,0.247,22.9
4960000,0.248,22.9
4980000,0.249,5.6
5000000,0.250,22.9
5020000,0.251,12.8
5040000,0.252,17.1
5060000,0.253,17.1
5080000,0.254,27.2
5100000,0.255,24.6
5120000,0.256,21.5
5140000,0.257,33.0
5160000,0.258,15.7
5180000,0.259,22.9
5200000,0.260,24.3
5220000,0.261,27.2
5240000,0.262,31.5
5260000,0.263,24.3
5280000,0.264,37.0
5300000,0.265,28.7
5320000,0.266,34.4
5340000,0.267,30.1
5360000,0.268,30.1
5380000,0.269,33.0
5400000,0.270,22.9
5420000,0.271,41.6
5440000,0.272,24.3
5460000,0.273,26.1
5480000,0.274,34.4
5500000,0.275,33.0
5520000,0.276,34.4
5540000,0.277,22.9
5560000,0.278,25.8
5580000,0.279,33.0
5600000,0.280,31.5
5620000,0.281,27.2
5640000,0.282,27.7
5660000,0.283,33.0
5680000,0.284,22.9
5700000,0.285,34.4
5720000,0.286,27.2
5740000,0.287,31.5
5760000,0.288,34.4
5780000,0.289,18.6
5800000,0.290,35.8
5820000,0.291,26.1
5840000,0.292,25.8
5860000,0.293,31.5
5880000,0.294,31.5
5900000,0.295,27.2
5920000,0.296,33.0
5940000,0.297,40.2
5960000,0.298,30.1
5980000,0.299,37.3
6000000,0.300,30.8
6020000,0.301,35.8
6040000,0.302,20.0
6060000,0.303,30.1
6080000,0.304,38.7
6100000,0.305,22.9
6120000,0.306,17.1
6140000,0.307,34.4
6160000,0.308,28.7
6180000,0.309,16.8
6200000,0.310,28.7
6220000,0.311,27.2
6240000,0.312,25.8
6260000,0.313,30.1
6280000,0.314,35.8
6300000,0.315,22.9
