FPGA idle power [mW]:,3741.4

Program energy [mJ]:,7.29

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
3540000,0.177,48.1
3560000,0.178,52.4
3580000,0.179,48.1
3600000,0.180,36.6
3620000,0.181,22.2
3640000,0.182,19.3
3660000,0.183,16.4
3680000,0.184,21.9
3700000,0.185,17.8
3720000,0.186,22.2
3740000,0.187,22.2
3760000,0.188,25.0
3780000,0.189,19.3
3800000,0.190,29.4
3820000,0.191,23.6
3840000,0.192,23.6
3860000,0.193,17.3
3880000,0.194,20.7
3900000,0.195,19.3
3920000,0.196,25.0
3940000,0.197,20.7
3960000,0.198,20.7
3980000,0.199,27.9
4000000,0.200,15.0
4020000,0.201,17.8
4040000,0.202,25.0
4060000,0.203,23.6
4080000,0.204,19.3
4100000,0.205,25.0
4120000,0.206,19.3
4140000,0.207,13.5
4160000,0.208,19.3
4180000,0.209,25.0
4200000,0.210,17.8
4220000,0.211,11.1
4240000,0.212,20.7
4260000,0.213,25.0
4280000,0.214,23.6
4300000,0.215,25.0
4320000,0.216,20.7
4340000,0.217,22.2
4360000,0.218,22.2
4380000,0.219,25.0
4400000,0.220,25.0
4420000,0.221,10.7
4440000,0.222,25.0
4460000,0.223,27.9
4480000,0.224,19.3
4500000,0.225,17.8
4520000,0.226,22.2
4540000,0.227,23.6
4560000,0.228,12.1
4580000,0.229,18.8
4600000,0.230,25.0
4620000,0.231,23.6
4640000,0.232,15.0
4660000,0.233,23.6
4680000,0.234,25.0
4700000,0.235,13.5
4720000,0.236,12.1
4740000,0.237,15.0
4760000,0.238,9.5
4780000,0.239,12.1
4800000,0.240,15.0
4820000,0.241,15.0
4840000,0.242,17.8
4860000,0.243,20.7
4880000,0.244,15.0
4900000,0.245,10.7
4920000,0.246,4.9
4940000,0.247,20.4
4960000,0.248,15.0
4980000,0.249,4.9
5000000,0.250,17.8
5020000,0.251,15.0
5040000,0.252,20.7
5060000,0.253,12.1
5080000,0.254,16.4
5100000,0.255,15.0
5120000,0.256,6.5
5140000,0.257,25.0
5160000,0.258,16.4
5180000,0.259,22.2
5200000,0.260,16.4
5220000,0.261,17.8
5240000,0.262,19.3
5260000,0.263,13.5
5280000,0.264,17.8
5300000,0.265,12.6
5320000,0.266,22.2
5340000,0.267,20.7
5360000,0.268,22.2
5380000,0.269,20.7
5400000,0.270,19.3
5420000,0.271,29.4
5440000,0.272,22.2
5460000,0.273,20.7
5480000,0.274,23.5
5500000,0.275,16.4
5520000,0.276,25.0
5540000,0.277,20.7
5560000,0.278,23.6
5580000,0.279,25.0
5600000,0.280,12.1
5620000,0.281,17.8
5640000,0.282,20.7
5660000,0.283,18.8
5680000,0.284,13.5
5700000,0.285,12.1
5720000,0.286,23.6
5740000,0.287,19.3
5760000,0.288,26.5
5780000,0.289,22.2
5800000,0.290,22.2
5820000,0.291,20.7
5840000,0.292,20.4
5860000,0.293,22.2
5880000,0.294,29.4
5900000,0.295,13.5
5920000,0.296,19.3
5940000,0.297,19.3
5960000,0.298,20.7
5980000,0.299,22.2
6000000,0.300,16.4
6020000,0.301,31.2
6040000,0.302,27.9
6060000,0.303,16.4
6080000,0.304,26.5
6100000,0.305,12.1
6120000,0.306,16.4
6140000,0.307,15.0
6160000,0.308,17.8
6180000,0.309,4.9
6200000,0.310,14.2
6220000,0.311,22.2
6240000,0.312,10.7
6260000,0.313,13.5
6280000,0.314,19.3
6300000,0.315,20.7
