FPGA idle power [mW]:,3754.5

Program energy [mJ]:,6.12

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
4540000,0.227,23.5
4560000,0.228,17.7
4580000,0.229,19.1
4600000,0.230,22.0
4620000,0.231,17.7
4640000,0.232,20.6
4660000,0.233,13.5
4680000,0.234,17.7
4700000,0.235,24.9
4720000,0.236,14.8
4740000,0.237,16.3
4760000,0.238,22.0
4780000,0.239,17.7
4800000,0.240,7.6
4820000,0.241,17.7
4840000,0.242,25.9
4860000,0.243,10.5
4880000,0.244,14.8
4900000,0.245,27.8
4920000,0.246,13.4
4940000,0.247,13.4
4960000,0.248,19.1
4980000,0.249,16.3
5000000,0.250,4.7
5020000,0.251,13.5
5040000,0.252,22.0
5060000,0.253,22.0
5080000,0.254,4.7
5100000,0.255,23.5
5120000,0.256,17.7
5140000,0.257,14.8
5160000,0.258,20.6
5180000,0.259,17.7
5200000,0.260,16.6
5220000,0.261,11.9
5240000,0.262,20.6
5260000,0.263,13.4
5280000,0.264,16.3
5300000,0.265,19.1
5320000,0.266,16.3
5340000,0.267,16.3
5360000,0.268,19.1
5380000,0.269,15.0
5400000,0.270,16.3
5420000,0.271,11.9
5440000,0.272,17.7
5460000,0.273,13.4
5480000,0.274,23.5
5500000,0.275,7.6
5520000,0.276,20.6
5540000,0.277,22.0
5560000,0.278,22.8
5580000,0.279,16.3
5600000,0.280,16.3
5620000,0.281,20.6
5640000,0.282,20.6
5660000,0.283,16.3
5680000,0.284,23.5
5700000,0.285,23.5
5720000,0.286,19.1
5740000,0.287,19.7
5760000,0.288,17.7
5780000,0.289,16.3
5800000,0.290,20.6
5820000,0.291,22.0
5840000,0.292,24.9
5860000,0.293,13.4
5880000,0.294,19.1
5900000,0.295,22.0
5920000,0.296,15.0
5940000,0.297,17.7
5960000,0.298,20.6
5980000,0.299,24.9
6000000,0.300,14.8
6020000,0.301,19.1
6040000,0.302,19.1
6060000,0.303,11.9
6080000,0.304,17.7
6100000,0.305,24.3
6120000,0.306,17.7
6140000,0.307,17.7
6160000,0.308,22.0
6180000,0.309,17.7
6200000,0.310,14.8
6220000,0.311,14.8
6240000,0.312,24.9
6260000,0.313,26.3
6280000,0.314,18.1
6300000,0.315,26.3
6320000,0.316,14.8
6340000,0.317,16.3
6360000,0.318,17.7
6380000,0.319,16.3
6400000,0.320,23.5
6420000,0.321,13.4
6440000,0.322,17.7
6460000,0.323,19.7
6480000,0.324,16.3
6500000,0.325,19.1
6520000,0.326,17.7
6540000,0.327,17.7
6560000,0.328,11.9
6580000,0.329,22.0
6600000,0.330,17.7
6620000,0.331,14.8
6640000,0.332,21.2
6660000,0.333,19.1
6680000,0.334,22.0
6700000,0.335,11.9
6720000,0.336,17.7
6740000,0.337,17.7
6760000,0.338,20.6
6780000,0.339,11.9
6800000,0.340,17.7
6820000,0.341,22.8
6840000,0.342,14.8
6860000,0.343,14.8
6880000,0.344,19.1
6900000,0.345,17.7
6920000,0.346,13.4
6940000,0.347,14.8
6960000,0.348,19.1
6980000,0.349,13.4
7000000,0.350,19.7
7020000,0.351,19.1
7040000,0.352,22.0
7060000,0.353,14.8
7080000,0.354,22.0
7100000,0.355,19.1
7120000,0.356,22.0
7140000,0.357,17.7
7160000,0.358,17.7
7180000,0.359,21.2
7200000,0.360,16.3
7220000,0.361,14.8
7240000,0.362,17.7
7260000,0.363,22.0
7280000,0.364,13.4
7300000,0.365,16.3
7320000,0.366,20.6
7340000,0.367,11.9
7360000,0.368,24.3
7380000,0.369,14.8
7400000,0.370,13.4
7420000,0.371,16.3
7440000,0.372,19.1
7460000,0.373,16.3
7480000,0.374,14.8
7500000,0.375,19.1
7520000,0.376,20.6
7540000,0.377,13.5
7560000,0.378,19.1
7580000,0.379,17.7
7600000,0.380,22.0
7620000,0.381,22.0
7640000,0.382,19.1
7660000,0.383,17.7
7680000,0.384,22.0
7700000,0.385,19.1
7720000,0.386,15.0
7740000,0.387,7.6
7760000,0.388,1.9
7780000,0.389,6.2
7800000,0.390,4.7
