FPGA idle power [mW]:,3726.6

Program energy [mJ]:,7.21

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,16.8
20000,0.001,22.6
40000,0.002,18.3
60000,0.003,8.2
80000,0.004,24.3
100000,0.005,25.5
120000,0.006,16.8
140000,0.007,21.1
160000,0.008,24.0
180000,0.009,29.8
200000,0.010,24.0
220000,0.011,35.5
240000,0.012,26.9
260000,0.013,21.3
280000,0.014,25.5
300000,0.015,13.9
320000,0.016,18.3
340000,0.017,9.6
360000,0.018,18.3
380000,0.019,15.4
400000,0.020,16.8
420000,0.021,12.5
440000,0.022,16.6
460000,0.023,16.8
480000,0.024,13.9
500000,0.025,19.7
520000,0.026,28.3
540000,0.027,15.4
560000,0.028,18.3
580000,0.029,21.1
600000,0.030,29.8
620000,0.031,7.3
640000,0.032,18.3
660000,0.033,25.5
680000,0.034,19.7
700000,0.035,18.3
720000,0.036,25.5
740000,0.037,28.3
760000,0.038,13.9
780000,0.039,16.8
800000,0.040,25.9
820000,0.041,18.3
840000,0.042,13.9
860000,0.043,24.0
880000,0.044,24.0
900000,0.045,19.7
920000,0.046,16.8
940000,0.047,22.6
960000,0.048,22.6
980000,0.049,15.1
1000000,0.050,18.3
1020000,0.051,19.7
1040000,0.052,9.6
1060000,0.053,19.7
1080000,0.054,25.5
1100000,0.055,16.8
1120000,0.056,6.8
1140000,0.057,24.0
1160000,0.058,13.5
1180000,0.059,21.1
1200000,0.060,15.4
1220000,0.061,25.5
1240000,0.062,21.1
1260000,0.063,12.5
1280000,0.064,18.3
1300000,0.065,19.7
1320000,0.066,24.0
1340000,0.067,10.4
1360000,0.068,22.6
1380000,0.069,19.7
1400000,0.070,18.3
1420000,0.071,22.6
1440000,0.072,18.3
1460000,0.073,21.1
1480000,0.074,15.4
1500000,0.075,29.8
1520000,0.076,19.7
1540000,0.077,18.3
1560000,0.078,12.5
1580000,0.079,19.7
1600000,0.080,22.6
1620000,0.081,8.2
1640000,0.082,22.6
1660000,0.083,19.7
1680000,0.084,19.7
1700000,0.085,12.0
1720000,0.086,21.1
1740000,0.087,15.4
1760000,0.088,8.2
1780000,0.089,12.5
1800000,0.090,12.5
1820000,0.091,5.3
1840000,0.092,5.3
1860000,0.093,21.1
1880000,0.094,10.4
1900000,0.095,2.4
1920000,0.096,18.3
1940000,0.097,13.9
1960000,0.098,15.4
1980000,0.099,6.8
2000000,0.100,18.3
2020000,0.101,11.1
2040000,0.102,12.5
2060000,0.103,16.6
2080000,0.104,13.9
2100000,0.105,9.6
2120000,0.106,15.4
2140000,0.107,16.8
2160000,0.108,21.1
2180000,0.109,16.8
2200000,0.110,13.9
2220000,0.111,15.4
2240000,0.112,10.4
2260000,0.113,25.5
2280000,0.114,24.0
2300000,0.115,11.1
2320000,0.116,11.1
2340000,0.117,15.4
2360000,0.118,13.9
2380000,0.119,18.3
2400000,0.120,8.2
2420000,0.121,22.8
2440000,0.122,16.8
2460000,0.123,16.8
2480000,0.124,21.1
2500000,0.125,16.8
2520000,0.126,18.3
2540000,0.127,19.7
2560000,0.128,19.7
2580000,0.129,24.0
2600000,0.130,19.7
2620000,0.131,19.7
2640000,0.132,21.1
2660000,0.133,19.7
2680000,0.134,18.3
2700000,0.135,24.0
2720000,0.136,15.4
2740000,0.137,13.9
2760000,0.138,26.9
2780000,0.139,18.2
2800000,0.140,21.1
2820000,0.141,9.6
2840000,0.142,24.0
2860000,0.143,24.0
2880000,0.144,15.4
2900000,0.145,9.6
2920000,0.146,24.0
