FPGA idle power [mW]:,3744.4

Program energy [mJ]:,7.03

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
8040000,0.402,10.5
8060000,0.403,12.0
8080000,0.404,9.6
8100000,0.405,14.8
8120000,0.406,9.1
8140000,0.407,7.7
8160000,0.408,10.5
8180000,0.409,12.0
8200000,0.410,12.0
8220000,0.411,12.0
8240000,0.412,14.8
8260000,0.413,6.5
8280000,0.414,10.5
8300000,0.415,19.2
8320000,0.416,17.7
8340000,0.417,12.0
8360000,0.418,13.4
8380000,0.419,13.4
8400000,0.420,10.5
8420000,0.421,10.5
8440000,0.422,17.4
8460000,0.423,20.6
8480000,0.424,7.7
8500000,0.425,14.8
8520000,0.426,10.5
8540000,0.427,19.2
8560000,0.428,13.4
8580000,0.429,19.2
8600000,0.430,17.7
8620000,0.431,11.2
8640000,0.432,20.6
8660000,0.433,16.3
8680000,0.434,19.2
8700000,0.435,20.6
8720000,0.436,17.7
8740000,0.437,23.5
8760000,0.438,13.4
8780000,0.439,26.4
8800000,0.440,22.0
8820000,0.441,16.3
8840000,0.442,16.3
8860000,0.443,17.7
8880000,0.444,16.3
8900000,0.445,17.7
8920000,0.446,13.4
8940000,0.447,13.4
8960000,0.448,13.4
8980000,0.449,18.9
9000000,0.450,17.7
9020000,0.451,26.4
9040000,0.452,7.7
9060000,0.453,10.5
9080000,0.454,23.5
9100000,0.455,19.2
9120000,0.456,22.0
9140000,0.457,26.4
9160000,0.458,18.9
9180000,0.459,17.7
9200000,0.460,22.0
9220000,0.461,20.6
9240000,0.462,20.6
9260000,0.463,12.0
9280000,0.464,26.4
9300000,0.465,17.7
9320000,0.466,19.2
9340000,0.467,23.6
9360000,0.468,23.5
9380000,0.469,19.2
9400000,0.470,14.8
9420000,0.471,12.0
9440000,0.472,10.5
9460000,0.473,14.8
9480000,0.474,26.4
9500000,0.475,13.4
9520000,0.476,18.9
9540000,0.477,14.8
9560000,0.478,16.3
9580000,0.479,19.2
9600000,0.480,19.2
9620000,0.481,9.1
