FPGA idle power [mW]:,3725.0

Program energy [mJ]:,7.79

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.2
20000,0.001,14.1
40000,0.002,17.0
60000,0.003,22.7
80000,0.004,22.7
100000,0.005,11.2
120000,0.006,24.2
140000,0.007,18.4
160000,0.008,7.4
180000,0.009,17.0
200000,0.010,28.5
220000,0.011,18.4
240000,0.012,-4.6
260000,0.013,9.8
280000,0.014,-3.2
300000,0.015,-4.6
320000,0.016,5.5
340000,0.017,7.4
360000,0.018,5.5
380000,0.019,-1.7
400000,0.020,8.4
420000,0.021,6.9
440000,0.022,5.5
460000,0.023,2.6
480000,0.024,2.6
500000,0.025,8.4
520000,0.026,-6.6
540000,0.027,12.7
560000,0.028,11.2
580000,0.029,8.4
600000,0.030,-0.3
620000,0.031,8.4
640000,0.032,4.0
660000,0.033,1.2
680000,0.034,14.1
700000,0.035,4.3
720000,0.036,9.8
740000,0.037,4.0
760000,0.038,14.1
780000,0.039,2.6
800000,0.040,6.9
820000,0.041,11.2
840000,0.042,9.8
860000,0.043,9.8
880000,0.044,15.1
900000,0.045,4.0
920000,0.046,6.9
940000,0.047,9.8
960000,0.048,8.4
980000,0.049,8.4
1000000,0.050,9.8
1020000,0.051,5.5
1040000,0.052,11.2
1060000,0.053,8.9
1080000,0.054,4.0
1100000,0.055,2.6
1120000,0.056,9.8
1140000,0.057,9.8
1160000,0.058,8.4
1180000,0.059,4.0
1200000,0.060,8.4
1220000,0.061,2.6
1240000,0.062,10.5
1260000,0.063,4.0
1280000,0.064,4.0
1300000,0.065,2.6
1320000,0.066,1.2
1340000,0.067,15.5
1360000,0.068,1.2
1380000,0.069,-1.7
1400000,0.070,11.2
1420000,0.071,5.8
1440000,0.072,-6.0
1460000,0.073,11.2
1480000,0.074,8.4
1500000,0.075,2.6
1520000,0.076,2.6
1540000,0.077,11.2
1560000,0.078,2.6
1580000,0.079,-0.3
1600000,0.080,5.8
1620000,0.081,9.8
1640000,0.082,8.4
1660000,0.083,4.0
1680000,0.084,9.8
1700000,0.085,4.0
1720000,0.086,-4.6
1740000,0.087,9.8
1760000,0.088,4.0
1780000,0.089,2.7
1800000,0.090,1.2
1820000,0.091,11.2
1840000,0.092,9.8
1860000,0.093,-10.3
1880000,0.094,4.0
1900000,0.095,6.9
1920000,0.096,8.4
1940000,0.097,6.9
1960000,0.098,7.4
1980000,0.099,2.6
2000000,0.100,2.6
2020000,0.101,1.2
2040000,0.102,6.9
2060000,0.103,6.9
2080000,0.104,-4.6
2100000,0.105,9.8
2120000,0.106,12.7
2140000,0.107,-9.7
2160000,0.108,6.9
2180000,0.109,5.5
2200000,0.110,5.5
2220000,0.111,11.2
2240000,0.112,8.4
2260000,0.113,6.9
2280000,0.114,6.9
2300000,0.115,6.9
2320000,0.116,10.5
2340000,0.117,8.4
2360000,0.118,6.9
2380000,0.119,4.0
2400000,0.120,11.2
2420000,0.121,8.4
2440000,0.122,11.2
2460000,0.123,8.4
2480000,0.124,6.9
2500000,0.125,-3.5
2520000,0.126,4.0
2540000,0.127,9.8
2560000,0.128,5.5
2580000,0.129,5.5
2600000,0.130,2.6
2620000,0.131,8.4
2640000,0.132,5.5
2660000,0.133,11.2
