FPGA idle power [mW]:,3786.4

Program energy [mJ]:,9.33

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.3
20000,0.001,24.6
40000,0.002,27.5
60000,0.003,21.8
80000,0.004,16.0
100000,0.005,14.1
120000,0.006,24.6
140000,0.007,44.8
160000,0.008,47.7
180000,0.009,37.6
200000,0.010,37.6
220000,0.011,57.7
240000,0.012,72.1
260000,0.013,67.8
280000,0.014,77.7
300000,0.015,67.8
320000,0.016,66.4
340000,0.017,66.4
360000,0.018,64.9
380000,0.019,54.9
400000,0.020,39.0
420000,0.021,50.5
440000,0.022,46.2
460000,0.023,38.9
480000,0.024,60.6
500000,0.025,49.1
520000,0.026,44.8
540000,0.027,56.3
560000,0.028,52.0
580000,0.029,50.5
600000,0.030,50.5
620000,0.031,47.7
640000,0.032,54.4
660000,0.033,49.1
680000,0.034,40.5
700000,0.035,54.9
720000,0.036,50.5
740000,0.037,46.2
760000,0.038,40.5
780000,0.039,47.7
800000,0.040,49.1
820000,0.041,49.8
840000,0.042,47.7
860000,0.043,40.5
880000,0.044,39.0
900000,0.045,43.3
920000,0.046,53.4
940000,0.047,37.6
960000,0.048,52.0
980000,0.049,53.4
1000000,0.050,40.5
1020000,0.051,40.5
1040000,0.052,53.4
1060000,0.053,47.7
1080000,0.054,33.3
1100000,0.055,40.5
1120000,0.056,44.8
1140000,0.057,43.3
1160000,0.058,41.9
1180000,0.059,48.2
1200000,0.060,44.8
1220000,0.061,56.3
1240000,0.062,57.7
1260000,0.063,49.1
1280000,0.064,52.0
1300000,0.065,49.1
1320000,0.066,52.0
1340000,0.067,49.1
1360000,0.068,45.1
1380000,0.069,57.7
1400000,0.070,60.6
1420000,0.071,47.7
1440000,0.072,56.3
1460000,0.073,60.6
1480000,0.074,62.0
1500000,0.075,47.7
1520000,0.076,50.5
1540000,0.077,60.6
1560000,0.078,56.3
1580000,0.079,56.3
1600000,0.080,63.5
1620000,0.081,52.0
1640000,0.082,52.0
1660000,0.083,49.1
1680000,0.084,43.3
1700000,0.085,53.4
1720000,0.086,60.6
1740000,0.087,52.0
1760000,0.088,46.2
1780000,0.089,60.6
1800000,0.090,46.2
1820000,0.091,33.3
1840000,0.092,24.6
1860000,0.093,44.8
1880000,0.094,34.7
1900000,0.095,35.8
1920000,0.096,47.7
1940000,0.097,37.6
1960000,0.098,27.5
1980000,0.099,41.9
2000000,0.100,31.8
2020000,0.101,36.2
2040000,0.102,34.7
2060000,0.103,40.5
2080000,0.104,32.7
2100000,0.105,33.3
2120000,0.106,39.0
2140000,0.107,34.7
2160000,0.108,29.0
2180000,0.109,36.2
2200000,0.110,44.8
2220000,0.111,39.0
2240000,0.112,34.7
2260000,0.113,48.2
2280000,0.114,41.9
2300000,0.115,37.6
2320000,0.116,47.7
2340000,0.117,41.9
2360000,0.118,41.9
2380000,0.119,44.8
2400000,0.120,49.1
2420000,0.121,44.8
2440000,0.122,46.7
2460000,0.123,62.0
2480000,0.124,46.2
2500000,0.125,44.8
2520000,0.126,52.0
2540000,0.127,52.0
2560000,0.128,43.3
2580000,0.129,46.2
2600000,0.130,54.9
2620000,0.131,54.4
2640000,0.132,47.7
2660000,0.133,49.1
2680000,0.134,59.2
2700000,0.135,64.9
2720000,0.136,44.8
2740000,0.137,54.9
2760000,0.138,56.3
2780000,0.139,46.2
2800000,0.140,51.3
2820000,0.141,56.3
2840000,0.142,52.0
2860000,0.143,40.5
2880000,0.144,60.6
2900000,0.145,63.5
2920000,0.146,52.0
2940000,0.147,54.9
2960000,0.148,63.5
2980000,0.149,45.1
3000000,0.150,46.2
3020000,0.151,56.3
3040000,0.152,53.4
3060000,0.153,49.1
3080000,0.154,50.5
3100000,0.155,44.8
3120000,0.156,43.3
3140000,0.157,47.7
3160000,0.158,56.0
3180000,0.159,43.3
3200000,0.160,56.3
3220000,0.161,66.4
3240000,0.162,37.6
3260000,0.163,52.0
3280000,0.164,60.6
3300000,0.165,43.3
3320000,0.166,50.5
3340000,0.167,59.1
3360000,0.168,57.7
3380000,0.169,53.4
3400000,0.170,60.6
3420000,0.171,57.7
3440000,0.172,59.2
3460000,0.173,52.0
3480000,0.174,57.7
3500000,0.175,60.6
3520000,0.176,48.2
3540000,0.177,47.7
3560000,0.178,64.9
3580000,0.179,52.0
3600000,0.180,54.9
3620000,0.181,54.9
3640000,0.182,57.7
3660000,0.183,52.0
3680000,0.184,52.0
3700000,0.185,60.6
3720000,0.186,18.9
3740000,0.187,8.8
3760000,0.188,13.1
3780000,0.189,5.9
3800000,0.190,8.8
3820000,0.191,16.0
3840000,0.192,20.3
3860000,0.193,11.7
3880000,0.194,6.4
3900000,0.195,13.1
3920000,0.196,17.4
3940000,0.197,11.7
3960000,0.198,18.9
3980000,0.199,10.3
4000000,0.200,16.0
4020000,0.201,10.3
4040000,0.202,10.3
4060000,0.203,11.0
4080000,0.204,7.4
4100000,0.205,-2.7
4120000,0.206,7.4
4140000,0.207,-2.7
4160000,0.208,5.9
4180000,0.209,3.1
4200000,0.210,10.3
4220000,0.211,4.5
4240000,0.212,11.0
4260000,0.213,3.1
4280000,0.214,7.4
4300000,0.215,5.9
4320000,0.216,8.8
4340000,0.217,1.6
4360000,0.218,-4.1
4380000,0.219,5.9
4400000,0.220,14.6
4420000,0.221,4.8
4440000,0.222,3.1
4460000,0.223,4.5
