FPGA idle power [mW]:,3813.0

Program energy [mJ]:,14.53

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.8
20000,0.001,41.2
40000,0.002,34.0
60000,0.003,41.2
80000,0.004,27.8
100000,0.005,22.5
120000,0.006,25.4
140000,0.007,62.8
160000,0.008,58.5
180000,0.009,54.2
200000,0.010,64.2
220000,0.011,59.9
240000,0.012,67.1
260000,0.013,68.1
280000,0.014,65.7
300000,0.015,58.5
320000,0.016,62.8
340000,0.017,67.1
360000,0.018,58.5
380000,0.019,52.7
400000,0.020,59.9
420000,0.021,68.5
440000,0.022,86.7
460000,0.023,94.4
480000,0.024,98.7
500000,0.025,91.6
520000,0.026,85.8
540000,0.027,90.1
560000,0.028,94.4
580000,0.029,65.7
600000,0.030,74.3
620000,0.031,66.5
640000,0.032,77.2
660000,0.033,67.1
680000,0.034,72.9
700000,0.035,72.9
720000,0.036,54.2
740000,0.037,65.7
760000,0.038,68.5
780000,0.039,75.7
800000,0.040,63.4
820000,0.041,70.0
840000,0.042,65.7
860000,0.043,78.6
880000,0.044,81.5
900000,0.045,72.9
920000,0.046,68.5
940000,0.047,70.0
960000,0.048,78.6
980000,0.049,69.6
1000000,0.050,67.1
1020000,0.051,74.3
1040000,0.052,75.7
1060000,0.053,67.1
1080000,0.054,71.4
1100000,0.055,80.0
1120000,0.056,74.3
1140000,0.057,65.7
1160000,0.058,74.3
1180000,0.059,74.3
1200000,0.060,84.4
1220000,0.061,77.2
1240000,0.062,77.2
1260000,0.063,78.6
1280000,0.064,81.5
1300000,0.065,77.2
1320000,0.066,74.3
1340000,0.067,77.4
1360000,0.068,72.9
1380000,0.069,81.5
1400000,0.070,61.3
1420000,0.071,68.5
1440000,0.072,85.8
1460000,0.073,77.2
1480000,0.074,72.9
1500000,0.075,90.1
1520000,0.076,80.5
1540000,0.077,74.3
1560000,0.078,70.0
1580000,0.079,84.4
1600000,0.080,78.6
1620000,0.081,77.2
1640000,0.082,85.8
1660000,0.083,85.8
1680000,0.084,87.2
1700000,0.085,82.0
1720000,0.086,81.5
1740000,0.087,65.7
1760000,0.088,75.7
1780000,0.089,75.7
1800000,0.090,68.5
1820000,0.091,70.0
1840000,0.092,78.6
1860000,0.093,74.3
1880000,0.094,63.4
1900000,0.095,71.4
1920000,0.096,84.4
1940000,0.097,81.5
1960000,0.098,64.2
1980000,0.099,74.3
2000000,0.100,71.4
2020000,0.101,70.0
2040000,0.102,62.8
2060000,0.103,69.6
2080000,0.104,52.7
2100000,0.105,64.2
2120000,0.106,57.0
2140000,0.107,64.2
2160000,0.108,59.9
2180000,0.109,68.5
2200000,0.110,58.5
2220000,0.111,68.5
2240000,0.112,68.1
2260000,0.113,70.0
2280000,0.114,57.0
2300000,0.115,61.3
2320000,0.116,72.9
2340000,0.117,59.9
2360000,0.118,58.5
2380000,0.119,64.2
2400000,0.120,68.5
2420000,0.121,61.9
2440000,0.122,54.2
2460000,0.123,78.6
2480000,0.124,70.0
2500000,0.125,70.0
2520000,0.126,64.2
2540000,0.127,77.2
2560000,0.128,65.7
2580000,0.129,71.4
2600000,0.130,78.9
2620000,0.131,82.9
2640000,0.132,71.4
2660000,0.133,88.7
2680000,0.134,74.3
2700000,0.135,68.5
2720000,0.136,77.2
2740000,0.137,75.7
2760000,0.138,68.5
2780000,0.139,69.6
2800000,0.140,71.4
2820000,0.141,85.8
2840000,0.142,68.5
2860000,0.143,68.5
2880000,0.144,77.2
2900000,0.145,80.0
2920000,0.146,81.5
2940000,0.147,70.0
2960000,0.148,80.5
2980000,0.149,81.5
3000000,0.150,74.3
3020000,0.151,77.2
3040000,0.152,78.6
3060000,0.153,70.0
3080000,0.154,75.7
3100000,0.155,87.2
3120000,0.156,70.0
3140000,0.157,78.9
3160000,0.158,67.1
3180000,0.159,93.0
3200000,0.160,87.2
3220000,0.161,80.0
3240000,0.162,88.7
3260000,0.163,85.8
3280000,0.164,81.5
3300000,0.165,87.2
3320000,0.166,69.6
3340000,0.167,88.7
3360000,0.168,82.9
3380000,0.169,81.5
3400000,0.170,71.4
3420000,0.171,88.7
3440000,0.172,84.4
3460000,0.173,70.0
3480000,0.174,72.9
3500000,0.175,92.9
3520000,0.176,72.9
3540000,0.177,80.0
3560000,0.178,87.2
3580000,0.179,78.6
3600000,0.180,87.2
3620000,0.181,78.6
3640000,0.182,81.5
3660000,0.183,82.9
3680000,0.184,80.5
3700000,0.185,77.2
3720000,0.186,51.3
3740000,0.187,42.6
3760000,0.188,51.3
3780000,0.189,49.8
3800000,0.190,36.9
3820000,0.191,41.2
3840000,0.192,55.6
3860000,0.193,49.5
3880000,0.194,39.8
3900000,0.195,44.1
3920000,0.196,51.3
3940000,0.197,21.1
3960000,0.198,21.1
3980000,0.199,32.6
4000000,0.200,34.0
4020000,0.201,26.8
4040000,0.202,43.3
4060000,0.203,32.6
4080000,0.204,23.9
4100000,0.205,36.9
4120000,0.206,44.1
4140000,0.207,26.8
4160000,0.208,34.0
4180000,0.209,38.3
4200000,0.210,25.4
4220000,0.211,23.2
4240000,0.212,21.1
4260000,0.213,23.9
4280000,0.214,15.3
4300000,0.215,9.6
4320000,0.216,21.1
4340000,0.217,15.3
4360000,0.218,0.9
4380000,0.219,3.8
4400000,0.220,13.9
