FPGA idle power [mW]:,3730.4

Program energy [mJ]:,5.95

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.0
20000,0.001,10.1
40000,0.002,17.3
60000,0.003,18.8
80000,0.004,7.3
100000,0.005,18.8
120000,0.006,21.7
140000,0.007,24.5
160000,0.008,0.4
180000,0.009,4.4
200000,0.010,5.8
220000,0.011,1.5
240000,0.012,7.3
260000,0.013,4.4
280000,0.014,-1.4
300000,0.015,-5.7
320000,0.016,5.8
340000,0.017,2.0
360000,0.018,-5.7
380000,0.019,3.0
400000,0.020,10.1
420000,0.021,3.0
440000,0.022,0.1
460000,0.023,7.3
480000,0.024,3.0
500000,0.025,-1.4
520000,0.026,5.1
540000,0.027,4.4
560000,0.028,7.3
580000,0.029,3.0
600000,0.030,5.8
620000,0.031,1.5
640000,0.032,5.8
660000,0.033,8.7
680000,0.034,5.8
700000,0.035,-2.7
720000,0.036,0.1
740000,0.037,1.5
760000,0.038,8.7
780000,0.039,3.0
800000,0.040,0.1
820000,0.041,5.8
840000,0.042,10.1
860000,0.043,1.5
880000,0.044,2.0
900000,0.045,4.4
920000,0.046,5.8
940000,0.047,-2.8
960000,0.048,4.4
980000,0.049,7.3
1000000,0.050,4.4
1020000,0.051,7.3
1040000,0.052,4.4
1060000,0.053,8.2
1080000,0.054,-1.4
1100000,0.055,8.7
1120000,0.056,4.4
1140000,0.057,8.7
1160000,0.058,-2.8
1180000,0.059,11.6
1200000,0.060,7.3
1220000,0.061,0.1
1240000,0.062,6.6
1260000,0.063,14.5
1280000,0.064,4.4
1300000,0.065,-1.4
1320000,0.066,7.3
1340000,0.067,7.3
1360000,0.068,-2.8
1380000,0.069,7.3
1400000,0.070,8.7
1420000,0.071,8.2
1440000,0.072,1.5
1460000,0.073,10.1
1480000,0.074,1.5
1500000,0.075,3.0
1520000,0.076,7.3
1540000,0.077,7.3
1560000,0.078,7.3
1580000,0.079,1.5
1600000,0.080,12.8
1620000,0.081,3.0
1640000,0.082,-4.2
1660000,0.083,4.4
1680000,0.084,5.8
1700000,0.085,7.3
1720000,0.086,-5.7
1740000,0.087,5.8
1760000,0.088,8.7
1780000,0.089,-2.7
1800000,0.090,7.3
1820000,0.091,3.0
1840000,0.092,7.3
1860000,0.093,-1.4
1880000,0.094,3.0
1900000,0.095,7.3
1920000,0.096,-4.2
1940000,0.097,0.1
1960000,0.098,3.5
1980000,0.099,10.1
2000000,0.100,1.5
2020000,0.101,8.7
2040000,0.102,5.8
2060000,0.103,11.6
2080000,0.104,1.5
2100000,0.105,0.1
2120000,0.106,7.3
2140000,0.107,0.4
2160000,0.108,5.8
2180000,0.109,0.1
2200000,0.110,3.0
2220000,0.111,10.1
2240000,0.112,0.1
2260000,0.113,13.0
2280000,0.114,1.5
2300000,0.115,7.3
