FPGA idle power [mW]:,3756.8

Program energy [mJ]:,7.19

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
1820000,0.091,12.5
1840000,0.092,9.6
1860000,0.093,6.8
1880000,0.094,8.1
1900000,0.095,15.4
1920000,0.096,11.1
1940000,0.097,14.0
1960000,0.098,11.1
1980000,0.099,14.0
2000000,0.100,11.1
2020000,0.101,16.8
2040000,0.102,8.2
2060000,0.103,20.5
2080000,0.104,12.5
2100000,0.105,14.0
2120000,0.106,12.5
2140000,0.107,12.5
2160000,0.108,9.6
2180000,0.109,8.2
2200000,0.110,15.4
2220000,0.111,14.0
2240000,0.112,6.5
2260000,0.113,15.4
2280000,0.114,9.6
2300000,0.115,11.1
2320000,0.116,12.5
2340000,0.117,12.5
2360000,0.118,11.1
2380000,0.119,12.5
2400000,0.120,16.8
2420000,0.121,14.3
2440000,0.122,21.2
2460000,0.123,8.2
2480000,0.124,18.3
2500000,0.125,18.3
2520000,0.126,19.7
2540000,0.127,19.7
2560000,0.128,9.6
2580000,0.129,18.3
2600000,0.130,23.6
2620000,0.131,24.0
2640000,0.132,16.8
2660000,0.133,12.5
2680000,0.134,21.2
2700000,0.135,24.0
2720000,0.136,29.8
2740000,0.137,24.0
2760000,0.138,15.4
2780000,0.139,9.6
2800000,0.140,22.6
2820000,0.141,21.2
2840000,0.142,16.8
2860000,0.143,28.3
2880000,0.144,22.6
2900000,0.145,16.8
2920000,0.146,24.0
2940000,0.147,18.3
2960000,0.148,22.0
2980000,0.149,16.8
3000000,0.150,21.2
3020000,0.151,18.3
3040000,0.152,18.3
3060000,0.153,19.7
3080000,0.154,12.5
3100000,0.155,19.7
3120000,0.156,16.8
3140000,0.157,15.8
3160000,0.158,15.4
3180000,0.159,22.6
3200000,0.160,18.3
3220000,0.161,11.1
3240000,0.162,22.6
3260000,0.163,16.8
3280000,0.164,9.6
3300000,0.165,16.8
3320000,0.166,15.8
3340000,0.167,15.4
3360000,0.168,21.2
3380000,0.169,14.0
3400000,0.170,18.3
3420000,0.171,14.0
3440000,0.172,18.3
3460000,0.173,16.8
3480000,0.174,22.6
3500000,0.175,15.8
3520000,0.176,18.3
3540000,0.177,18.3
3560000,0.178,12.5
3580000,0.179,19.7
3600000,0.180,19.7
3620000,0.181,16.8
3640000,0.182,18.3
3660000,0.183,24.0
3680000,0.184,12.7
3700000,0.185,12.5
3720000,0.186,21.2
3740000,0.187,15.4
3760000,0.188,11.1
3780000,0.189,6.8
3800000,0.190,14.0
3820000,0.191,9.6
3840000,0.192,8.2
3860000,0.193,9.6
3880000,0.194,15.4
3900000,0.195,14.0
3920000,0.196,6.8
3940000,0.197,8.2
3960000,0.198,14.0
3980000,0.199,5.3
4000000,0.200,6.8
4020000,0.201,8.2
4040000,0.202,3.4
4060000,0.203,3.9
4080000,0.204,8.2
4100000,0.205,5.3
4120000,0.206,-6.2
4140000,0.207,1.0
4160000,0.208,6.8
4180000,0.209,6.8
4200000,0.210,-1.9
4220000,0.211,14.3
4240000,0.212,1.0
4260000,0.213,-3.3
4280000,0.214,3.9
4300000,0.215,12.5
4320000,0.216,21.2
4340000,0.217,24.0
4360000,0.218,24.0
4380000,0.219,26.9
4400000,0.220,25.1
4420000,0.221,22.6
4440000,0.222,19.7
4460000,0.223,22.6
4480000,0.224,22.6
4500000,0.225,25.5
4520000,0.226,26.9
4540000,0.227,16.8
4560000,0.228,21.2
4580000,0.229,23.6
4600000,0.230,19.7
4620000,0.231,28.3
4640000,0.232,26.9
4660000,0.233,29.8
4680000,0.234,22.6
4700000,0.235,21.2
4720000,0.236,26.9
4740000,0.237,24.0
4760000,0.238,15.8
4780000,0.239,18.3
4800000,0.240,21.2
4820000,0.241,29.8
4840000,0.242,26.9
4860000,0.243,21.2
4880000,0.244,21.2
4900000,0.245,25.5
4920000,0.246,19.7
4940000,0.247,22.0
4960000,0.248,24.0
4980000,0.249,25.5
5000000,0.250,21.2
5020000,0.251,21.2
5040000,0.252,21.2
5060000,0.253,21.2
5080000,0.254,21.2
5100000,0.255,21.2
5120000,0.256,26.7
5140000,0.257,16.8
5160000,0.258,25.5
5180000,0.259,24.0
5200000,0.260,24.0
5220000,0.261,21.2
5240000,0.262,26.9
5260000,0.263,29.8
5280000,0.264,24.0
5300000,0.265,17.4
5320000,0.266,19.7
5340000,0.267,24.0
5360000,0.268,19.7
5380000,0.269,21.2
5400000,0.270,25.5
5420000,0.271,21.2
5440000,0.272,16.8
5460000,0.273,25.5
5480000,0.274,26.7
5500000,0.275,19.7
5520000,0.276,18.3
5540000,0.277,22.6
5560000,0.278,19.7
5580000,0.279,14.0
5600000,0.280,25.5
5620000,0.281,21.2
5640000,0.282,22.6
5660000,0.283,20.5
5680000,0.284,28.3
5700000,0.285,24.0
5720000,0.286,22.6
5740000,0.287,25.5
5760000,0.288,26.9
5780000,0.289,21.2
5800000,0.290,24.0
5820000,0.291,28.3
5840000,0.292,22.0
5860000,0.293,15.4
5880000,0.294,21.2
5900000,0.295,24.0
5920000,0.296,19.7
5940000,0.297,18.3
5960000,0.298,25.5
5980000,0.299,24.0
6000000,0.300,18.3
6020000,0.301,26.7
6040000,0.302,24.0
6060000,0.303,24.0
6080000,0.304,14.0
6100000,0.305,24.0
6120000,0.306,16.8
6140000,0.307,25.5
6160000,0.308,21.2
6180000,0.309,25.5
6200000,0.310,23.6
6220000,0.311,16.8
6240000,0.312,18.3
6260000,0.313,18.3
6280000,0.314,14.0
6300000,0.315,21.2
6320000,0.316,26.9
6340000,0.317,25.5
6360000,0.318,22.6
6380000,0.319,25.1
6400000,0.320,22.6
6420000,0.321,22.6
6440000,0.322,25.5
6460000,0.323,19.7
6480000,0.324,22.6
6500000,0.325,18.3
6520000,0.326,25.5
6540000,0.327,22.6
6560000,0.328,25.1
6580000,0.329,24.0
6600000,0.330,19.7
6620000,0.331,24.0
6640000,0.332,24.0
6660000,0.333,26.9
6680000,0.334,22.6
6700000,0.335,25.5
6720000,0.336,22.6
6740000,0.337,22.0
6760000,0.338,19.7
6780000,0.339,25.5
6800000,0.340,26.9
6820000,0.341,19.7
6840000,0.342,2.4
6860000,0.343,22.6
6880000,0.344,18.3
6900000,0.345,14.0
6920000,0.346,29.8
6940000,0.347,22.6
6960000,0.348,21.2
6980000,0.349,21.2
7000000,0.350,22.6
7020000,0.351,24.0
7040000,0.352,14.0
7060000,0.353,19.7
7080000,0.354,16.8
7100000,0.355,20.5
7120000,0.356,19.7
7140000,0.357,26.9
7160000,0.358,26.9
7180000,0.359,19.7
7200000,0.360,24.0
7220000,0.361,16.8
7240000,0.362,25.5
7260000,0.363,29.8
7280000,0.364,18.9
7300000,0.365,18.3
7320000,0.366,14.0
7340000,0.367,19.7
7360000,0.368,18.3
7380000,0.369,21.2
7400000,0.370,26.9
7420000,0.371,22.6
7440000,0.372,25.5
7460000,0.373,12.7
7480000,0.374,15.4
7500000,0.375,21.2
7520000,0.376,19.7
7540000,0.377,24.0
7560000,0.378,29.8
7580000,0.379,19.7
7600000,0.380,19.7
7620000,0.381,21.2
7640000,0.382,25.1
7660000,0.383,21.2
7680000,0.384,21.2
7700000,0.385,24.0
7720000,0.386,22.6
7740000,0.387,24.0
