FPGA idle power [mW]:,3707.5

Program energy [mJ]:,10.25

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,12.9
20000,0.001,35.9
40000,0.002,24.4
60000,0.003,23.0
80000,0.004,28.7
100000,0.005,24.9
120000,0.006,1.4
140000,0.007,31.6
160000,0.008,28.7
180000,0.009,23.0
200000,0.010,28.7
220000,0.011,30.2
240000,0.012,23.0
260000,0.013,14.3
280000,0.014,18.7
300000,0.015,35.9
320000,0.016,23.0
340000,0.017,35.9
360000,0.018,34.5
380000,0.019,25.9
400000,0.020,35.9
420000,0.021,28.7
440000,0.022,40.2
460000,0.023,29.5
480000,0.024,30.2
500000,0.025,35.9
520000,0.026,33.0
540000,0.027,25.9
560000,0.028,30.2
580000,0.029,35.9
600000,0.030,21.5
620000,0.031,35.9
640000,0.032,37.3
660000,0.033,31.6
680000,0.034,24.4
700000,0.035,34.5
720000,0.036,37.4
740000,0.037,35.9
760000,0.038,34.5
780000,0.039,34.5
800000,0.040,33.0
820000,0.041,34.2
840000,0.042,38.8
860000,0.043,31.6
880000,0.044,31.6
900000,0.045,27.3
920000,0.046,35.9
940000,0.047,37.4
960000,0.048,27.3
980000,0.049,34.5
1000000,0.050,31.1
1020000,0.051,35.9
1040000,0.052,31.6
1060000,0.053,33.0
1080000,0.054,34.5
1100000,0.055,35.9
1120000,0.056,35.9
1140000,0.057,33.0
1160000,0.058,30.2
1180000,0.059,31.1
1200000,0.060,28.7
1220000,0.061,35.9
1240000,0.062,25.9
1260000,0.063,33.0
1280000,0.064,33.0
1300000,0.065,33.0
1320000,0.066,38.8
1340000,0.067,30.2
1360000,0.068,31.1
1380000,0.069,43.1
1400000,0.070,35.9
1420000,0.071,37.4
1440000,0.072,41.7
1460000,0.073,30.2
1480000,0.074,34.5
1500000,0.075,34.5
1520000,0.076,24.4
1540000,0.077,38.8
1560000,0.078,38.8
1580000,0.079,35.9
1600000,0.080,23.0
1620000,0.081,37.4
1640000,0.082,40.2
1660000,0.083,24.4
1680000,0.084,35.9
1700000,0.085,35.9
1720000,0.086,35.7
1740000,0.087,27.3
1760000,0.088,40.2
1780000,0.089,41.7
1800000,0.090,33.0
1820000,0.091,40.2
1840000,0.092,38.8
1860000,0.093,35.9
1880000,0.094,28.7
1900000,0.095,37.3
1920000,0.096,40.2
1940000,0.097,24.4
1960000,0.098,33.0
1980000,0.099,37.4
2000000,0.100,31.6
2020000,0.101,24.4
2040000,0.102,37.4
2060000,0.103,30.2
2080000,0.104,21.8
2100000,0.105,30.2
2120000,0.106,35.9
2140000,0.107,31.6
2160000,0.108,31.6
2180000,0.109,40.2
2200000,0.110,37.4
2220000,0.111,25.9
2240000,0.112,31.6
2260000,0.113,37.3
2280000,0.114,37.4
2300000,0.115,27.3
2320000,0.116,33.0
2340000,0.117,35.9
2360000,0.118,34.5
2380000,0.119,37.4
2400000,0.120,40.2
2420000,0.121,35.9
2440000,0.122,32.6
2460000,0.123,41.7
2480000,0.124,33.0
2500000,0.125,33.0
2520000,0.126,35.9
2540000,0.127,34.5
2560000,0.128,33.0
2580000,0.129,33.0
2600000,0.130,35.9
2620000,0.131,32.6
2640000,0.132,33.0
2660000,0.133,34.5
2680000,0.134,38.8
2700000,0.135,35.9
2720000,0.136,33.0
2740000,0.137,41.7
2760000,0.138,37.4
2780000,0.139,28.7
2800000,0.140,23.3
2820000,0.141,31.6
2840000,0.142,34.5
2860000,0.143,28.7
2880000,0.144,38.8
2900000,0.145,33.0
2920000,0.146,20.1
2940000,0.147,24.4
2960000,0.148,30.2
2980000,0.149,32.6
3000000,0.150,24.4
3020000,0.151,31.6
3040000,0.152,35.9
3060000,0.153,31.6
3080000,0.154,37.4
3100000,0.155,30.2
3120000,0.156,35.9
3140000,0.157,23.0
3160000,0.158,26.4
3180000,0.159,31.6
3200000,0.160,24.4
3220000,0.161,30.2
3240000,0.162,33.0
3260000,0.163,37.4
3280000,0.164,27.3
3300000,0.165,30.2
3320000,0.166,44.6
3340000,0.167,37.3
3360000,0.168,34.5
3380000,0.169,33.0
3400000,0.170,31.6
3420000,0.171,21.5
3440000,0.172,35.9
3460000,0.173,35.9
3480000,0.174,31.6
3500000,0.175,28.7
3520000,0.176,34.2
3540000,0.177,33.0
3560000,0.178,20.1
3580000,0.179,31.6
3600000,0.180,30.2
3620000,0.181,28.7
3640000,0.182,31.6
3660000,0.183,33.0
3680000,0.184,35.9
3700000,0.185,28.0
3720000,0.186,37.4
3740000,0.187,30.2
3760000,0.188,31.6
3780000,0.189,28.7
3800000,0.190,20.1
3820000,0.191,17.2
3840000,0.192,4.3
3860000,0.193,15.8
3880000,0.194,35.7
3900000,0.195,30.2
3920000,0.196,37.4
3940000,0.197,38.8
3960000,0.198,41.7
3980000,0.199,40.2
4000000,0.200,43.1
4020000,0.201,28.7
4040000,0.202,20.1
4060000,0.203,29.5
4080000,0.204,28.7
4100000,0.205,27.3
4120000,0.206,18.7
4140000,0.207,33.0
4160000,0.208,34.5
4180000,0.209,24.4
4200000,0.210,28.7
4220000,0.211,31.6
4240000,0.212,34.2
4260000,0.213,17.2
4280000,0.214,33.0
4300000,0.215,37.4
4320000,0.216,25.9
4340000,0.217,27.3
4360000,0.218,33.0
4380000,0.219,33.0
4400000,0.220,24.4
4420000,0.221,31.1
4440000,0.222,30.2
4460000,0.223,31.6
4480000,0.224,30.2
4500000,0.225,25.9
4520000,0.226,35.9
4540000,0.227,33.0
4560000,0.228,34.5
4580000,0.229,23.0
4600000,0.230,24.9
4620000,0.231,25.9
4640000,0.232,24.4
4660000,0.233,34.5
4680000,0.234,28.7
4700000,0.235,28.7
4720000,0.236,35.9
4740000,0.237,24.4
4760000,0.238,30.2
4780000,0.239,35.7
4800000,0.240,35.9
4820000,0.241,24.4
4840000,0.242,28.7
4860000,0.243,38.8
4880000,0.244,35.9
4900000,0.245,34.5
4920000,0.246,35.9
4940000,0.247,34.5
4960000,0.248,38.8
4980000,0.249,37.4
5000000,0.250,28.7
5020000,0.251,34.5
5040000,0.252,28.7
5060000,0.253,27.3
5080000,0.254,33.0
5100000,0.255,24.4
5120000,0.256,23.0
5140000,0.257,21.8
5160000,0.258,24.4
5180000,0.259,21.5
5200000,0.260,31.6
5220000,0.261,27.3
5240000,0.262,10.0
5260000,0.263,25.9
5280000,0.264,25.9
5300000,0.265,28.7
5320000,0.266,10.9
5340000,0.267,25.9
5360000,0.268,28.7
5380000,0.269,18.7
5400000,0.270,17.2
5420000,0.271,28.7
5440000,0.272,25.9
5460000,0.273,10.0
5480000,0.274,23.0
5500000,0.275,28.0
5520000,0.276,24.4
5540000,0.277,20.1
5560000,0.278,33.0
5580000,0.279,21.5
5600000,0.280,18.7
5620000,0.281,28.7
5640000,0.282,33.0
5660000,0.283,27.3
5680000,0.284,26.4
5700000,0.285,23.0
5720000,0.286,27.3
5740000,0.287,28.7
5760000,0.288,35.9
5780000,0.289,33.0
5800000,0.290,27.3
5820000,0.291,35.9
5840000,0.292,37.4
5860000,0.293,34.2
5880000,0.294,27.3
5900000,0.295,27.3
5920000,0.296,28.7
5940000,0.297,30.2
5960000,0.298,34.5
5980000,0.299,30.2
6000000,0.300,25.9
6020000,0.301,20.1
6040000,0.302,35.7
6060000,0.303,24.4
6080000,0.304,27.3
6100000,0.305,15.8
6120000,0.306,35.9
6140000,0.307,24.4
6160000,0.308,24.4
6180000,0.309,40.2
6200000,0.310,24.4
6220000,0.311,24.9
6240000,0.312,33.0
6260000,0.313,28.7
6280000,0.314,30.2
6300000,0.315,35.9
6320000,0.316,28.7
6340000,0.317,28.7
6360000,0.318,28.7
6380000,0.319,27.3
6400000,0.320,31.1
6420000,0.321,34.5
6440000,0.322,23.0
6460000,0.323,33.0
6480000,0.324,28.7
6500000,0.325,34.5
6520000,0.326,23.0
