FPGA idle power [mW]:,3743.8

Program energy [mJ]:,7.04

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
4740000,0.237,22.6
4760000,0.238,24.1
4780000,0.239,21.2
4800000,0.240,21.2
4820000,0.241,18.3
4840000,0.242,22.6
4860000,0.243,21.2
4880000,0.244,24.1
4900000,0.245,21.2
4920000,0.246,15.4
4940000,0.247,16.9
4960000,0.248,21.2
4980000,0.249,28.4
5000000,0.250,14.0
5020000,0.251,16.4
5040000,0.252,25.5
5060000,0.253,24.1
5080000,0.254,14.0
5100000,0.255,21.2
5120000,0.256,22.6
5140000,0.257,-1.8
5160000,0.258,12.6
5180000,0.259,11.1
5200000,0.260,16.4
5220000,0.261,9.7
5240000,0.262,18.3
5260000,0.263,18.3
5280000,0.264,8.3
5300000,0.265,12.6
5320000,0.266,16.9
5340000,0.267,15.4
5360000,0.268,15.4
5380000,0.269,13.3
5400000,0.270,15.4
5420000,0.271,3.9
5440000,0.272,19.8
5460000,0.273,18.3
5480000,0.274,12.6
5500000,0.275,16.9
5520000,0.276,16.9
5540000,0.277,15.4
5560000,0.278,4.1
5580000,0.279,24.1
5600000,0.280,12.6
5620000,0.281,19.8
5640000,0.282,12.6
5660000,0.283,15.4
5680000,0.284,14.0
5700000,0.285,6.8
5720000,0.286,24.1
5740000,0.287,19.5
5760000,0.288,21.2
5780000,0.289,14.0
5800000,0.290,25.5
5820000,0.291,18.3
5840000,0.292,16.9
5860000,0.293,19.8
5880000,0.294,15.4
5900000,0.295,25.5
5920000,0.296,18.0
5940000,0.297,22.6
5960000,0.298,24.1
5980000,0.299,15.4
6000000,0.300,24.1
6020000,0.301,22.6
6040000,0.302,21.2
6060000,0.303,21.2
6080000,0.304,16.9
6100000,0.305,19.5
6120000,0.306,12.6
6140000,0.307,21.2
6160000,0.308,14.0
6180000,0.309,11.1
6200000,0.310,24.1
6220000,0.311,19.8
6240000,0.312,27.0
6260000,0.313,19.8
6280000,0.314,18.0
6300000,0.315,27.0
6320000,0.316,31.3
6340000,0.317,22.6
6360000,0.318,19.8
6380000,0.319,19.8
6400000,0.320,12.6
6420000,0.321,19.8
6440000,0.322,11.1
6460000,0.323,24.2
6480000,0.324,19.8
6500000,0.325,22.6
6520000,0.326,14.0
6540000,0.327,11.1
6560000,0.328,16.9
6580000,0.329,15.4
6600000,0.330,21.2
6620000,0.331,19.8
6640000,0.332,8.7
6660000,0.333,19.8
6680000,0.334,14.0
6700000,0.335,9.7
6720000,0.336,12.6
6740000,0.337,19.8
