FPGA idle power [mW]:,3769.3

Program energy [mJ]:,6.60

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
5760000,0.288,14.4
5780000,0.289,23.0
5800000,0.290,27.4
5820000,0.291,11.5
5840000,0.292,17.3
5860000,0.293,21.6
5880000,0.294,14.4
5900000,0.295,18.8
5920000,0.296,11.5
5940000,0.297,20.2
5960000,0.298,18.7
5980000,0.299,15.8
6000000,0.300,20.2
6020000,0.301,13.0
6040000,0.302,13.0
6060000,0.303,8.7
6080000,0.304,11.1
6100000,0.305,15.8
6120000,0.306,15.8
6140000,0.307,10.1
6160000,0.308,10.1
6180000,0.309,10.1
6200000,0.310,4.3
6220000,0.311,13.0
