FPGA idle power [mW]:,3780.1

Program energy [mJ]:,9.25

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
5000000,0.250,10.8
5020000,0.251,26.6
5040000,0.252,16.6
5060000,0.253,22.3
5080000,0.254,15.1
5100000,0.255,16.6
5120000,0.256,19.4
5140000,0.257,20.9
5160000,0.258,19.4
5180000,0.259,20.9
5200000,0.260,18.9
5220000,0.261,16.6
5240000,0.262,36.7
5260000,0.263,25.2
5280000,0.264,23.7
5300000,0.265,26.6
5320000,0.266,10.8
5340000,0.267,30.9
5360000,0.268,25.2
5380000,0.269,22.0
5400000,0.270,23.7
5420000,0.271,25.2
5440000,0.272,38.1
5460000,0.273,19.4
5480000,0.274,25.2
5500000,0.275,32.4
5520000,0.276,16.6
5540000,0.277,26.6
5560000,0.278,23.5
5580000,0.279,28.1
5600000,0.280,12.2
5620000,0.281,15.1
5640000,0.282,30.9
5660000,0.283,22.3
5680000,0.284,18.0
5700000,0.285,22.3
5720000,0.286,22.3
5740000,0.287,14.2
5760000,0.288,18.0
5780000,0.289,26.6
5800000,0.290,25.2
5820000,0.291,22.3
5840000,0.292,30.9
5860000,0.293,26.6
5880000,0.294,18.0
5900000,0.295,30.9
5920000,0.296,20.4
5940000,0.297,22.3
5960000,0.298,23.7
5980000,0.299,25.2
6000000,0.300,25.2
6020000,0.301,10.8
6040000,0.302,15.1
6060000,0.303,19.4
6080000,0.304,16.6
6100000,0.305,14.2
6120000,0.306,13.7
6140000,0.307,12.2
6160000,0.308,19.4
6180000,0.309,16.6
6200000,0.310,19.4
6220000,0.311,16.6
