FPGA idle power [mW]:,3751.2

Program energy [mJ]:,6.05

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
5520000,0.276,8.0
5540000,0.277,19.9
5560000,0.278,10.9
5580000,0.279,21.0
5600000,0.280,13.8
5620000,0.281,18.1
5640000,0.282,13.8
5660000,0.283,15.2
5680000,0.284,16.7
5700000,0.285,13.8
5720000,0.286,13.7
5740000,0.287,16.7
5760000,0.288,22.4
5780000,0.289,12.4
5800000,0.290,23.9
5820000,0.291,22.4
5840000,0.292,26.8
5860000,0.293,16.7
5880000,0.294,18.1
5900000,0.295,16.8
5920000,0.296,21.0
5940000,0.297,15.2
5960000,0.298,13.8
5980000,0.299,15.2
6000000,0.300,9.5
6020000,0.301,13.8
6040000,0.302,25.3
6060000,0.303,18.1
6080000,0.304,4.4
6100000,0.305,5.2
6120000,0.306,12.4
6140000,0.307,9.5
6160000,0.308,12.4
6180000,0.309,12.4
6200000,0.310,10.9
6220000,0.311,12.4
6240000,0.312,9.5
6260000,0.313,12.1
