FPGA idle power [mW]:,3762.3

Program energy [mJ]:,6.65

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
2200000,0.110,17.1
2220000,0.111,18.5
2240000,0.112,21.4
2260000,0.113,20.0
2280000,0.114,11.3
2300000,0.115,18.1
2320000,0.116,27.2
2340000,0.117,18.5
2360000,0.118,18.5
2380000,0.119,18.5
2400000,0.120,25.7
2420000,0.121,17.1
2440000,0.122,21.4
2460000,0.123,30.0
2480000,0.124,18.1
2500000,0.125,22.8
2520000,0.126,27.2
2540000,0.127,20.0
2560000,0.128,20.0
2580000,0.129,24.3
2600000,0.130,24.3
2620000,0.131,18.5
2640000,0.132,20.0
2660000,0.133,22.7
2680000,0.134,24.3
2700000,0.135,24.3
2720000,0.136,24.3
2740000,0.137,25.7
2760000,0.138,11.3
2780000,0.139,15.7
2800000,0.140,21.4
2820000,0.141,18.5
2840000,0.142,18.1
2860000,0.143,21.4
2880000,0.144,18.5
2900000,0.145,14.2
2920000,0.146,15.7
2940000,0.147,22.8
2960000,0.148,18.5
2980000,0.149,20.0
3000000,0.150,22.8
3020000,0.151,18.1
3040000,0.152,27.2
3060000,0.153,20.0
3080000,0.154,20.0
3100000,0.155,22.8
3120000,0.156,17.1
3140000,0.157,20.0
3160000,0.158,22.8
3180000,0.159,21.4
3200000,0.160,21.2
3220000,0.161,24.3
3240000,0.162,20.0
3260000,0.163,14.2
3280000,0.164,22.8
3300000,0.165,28.6
3320000,0.166,20.0
3340000,0.167,22.8
3360000,0.168,25.7
3380000,0.169,18.1
3400000,0.170,14.2
3420000,0.171,24.3
3440000,0.172,64.6
3460000,0.173,61.7
3480000,0.174,70.3
3500000,0.175,68.9
3520000,0.176,64.6
3540000,0.177,66.0
3560000,0.178,46.0
3580000,0.179,38.7
3600000,0.180,30.0
3620000,0.181,37.2
3640000,0.182,35.8
3660000,0.183,21.4
3680000,0.184,9.9
3700000,0.185,18.5
3720000,0.186,18.5
3740000,0.187,16.5
3760000,0.188,18.5
3780000,0.189,30.0
3800000,0.190,18.5
3820000,0.191,17.1
3840000,0.192,28.6
3860000,0.193,27.2
3880000,0.194,7.0
3900000,0.195,24.3
3920000,0.196,25.8
3940000,0.197,8.5
3960000,0.198,18.5
3980000,0.199,22.8
4000000,0.200,24.3
4020000,0.201,20.0
4040000,0.202,20.0
4060000,0.203,22.8
4080000,0.204,22.8
4100000,0.205,21.2
4120000,0.206,14.2
4140000,0.207,21.4
4160000,0.208,12.8
4180000,0.209,17.1
4200000,0.210,21.4
4220000,0.211,22.8
4240000,0.212,18.5
4260000,0.213,22.8
4280000,0.214,18.1
4300000,0.215,15.7
4320000,0.216,15.7
4340000,0.217,20.0
4360000,0.218,17.1
4380000,0.219,18.5
4400000,0.220,28.6
4420000,0.221,30.0
4440000,0.222,20.0
4460000,0.223,21.2
4480000,0.224,28.6
4500000,0.225,21.4
4520000,0.226,18.5
4540000,0.227,22.8
4560000,0.228,24.3
4580000,0.229,22.8
4600000,0.230,21.4
4620000,0.231,27.2
4640000,0.232,24.3
4660000,0.233,15.7
4680000,0.234,15.7
4700000,0.235,9.9
4720000,0.236,4.1
4740000,0.237,8.5
4760000,0.238,8.5
4780000,0.239,11.3
4800000,0.240,8.5
4820000,0.241,16.5
4840000,0.242,11.3
4860000,0.243,17.1
4880000,0.244,8.5
4900000,0.245,11.3
4920000,0.246,5.6
4940000,0.247,11.3
4960000,0.248,11.3
4980000,0.249,12.8
5000000,0.250,8.8
5020000,0.251,7.0
5040000,0.252,8.5
5060000,0.253,9.9
5080000,0.254,11.3
5100000,0.255,15.7
5120000,0.256,18.5
5140000,0.257,9.9
5160000,0.258,14.2
5180000,0.259,21.2
5200000,0.260,12.8
5220000,0.261,18.5
5240000,0.262,24.3
5260000,0.263,18.5
5280000,0.264,15.7
5300000,0.265,24.3
5320000,0.266,24.3
5340000,0.267,20.0
5360000,0.268,25.8
5380000,0.269,17.1
5400000,0.270,21.4
5420000,0.271,17.1
5440000,0.272,22.8
5460000,0.273,24.3
5480000,0.274,15.7
5500000,0.275,21.4
5520000,0.276,21.4
5540000,0.277,24.3
5560000,0.278,24.3
5580000,0.279,18.5
5600000,0.280,17.1
5620000,0.281,12.8
5640000,0.282,21.4
5660000,0.283,17.1
5680000,0.284,21.4
5700000,0.285,20.0
5720000,0.286,19.6
5740000,0.287,35.8
5760000,0.288,8.5
5780000,0.289,15.7
5800000,0.290,22.8
5820000,0.291,20.0
5840000,0.292,22.8
5860000,0.293,25.7
5880000,0.294,12.8
5900000,0.295,24.3
5920000,0.296,20.0
5940000,0.297,28.6
5960000,0.298,17.1
5980000,0.299,14.2
6000000,0.300,24.3
6020000,0.301,22.8
6040000,0.302,11.3
6060000,0.303,15.7
6080000,0.304,11.9
6100000,0.305,12.8
6120000,0.306,14.2
6140000,0.307,17.1
6160000,0.308,9.9
6180000,0.309,-1.6
6200000,0.310,20.0
6220000,0.311,11.3
6240000,0.312,15.7
6260000,0.313,11.9
6280000,0.314,14.2
