FPGA idle power [mW]:,3771.6

Program energy [mJ]:,6.79

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
4300000,0.215,7.2
4320000,0.216,19.3
4340000,0.217,22.2
4360000,0.218,16.4
4380000,0.219,25.1
4400000,0.220,19.3
4420000,0.221,20.7
4440000,0.222,15.0
4460000,0.223,23.6
4480000,0.224,22.7
4500000,0.225,17.9
4520000,0.226,10.7
4540000,0.227,17.9
4560000,0.228,27.9
4580000,0.229,9.2
4600000,0.230,20.7
4620000,0.231,20.7
4640000,0.232,23.6
4660000,0.233,15.0
4680000,0.234,22.2
4700000,0.235,25.1
4720000,0.236,19.3
4740000,0.237,23.6
4760000,0.238,17.9
4780000,0.239,16.4
4800000,0.240,19.3
4820000,0.241,19.3
4840000,0.242,19.6
4860000,0.243,10.7
4880000,0.244,22.2
4900000,0.245,22.2
4920000,0.246,12.1
4940000,0.247,17.9
4960000,0.248,6.4
4980000,0.249,7.8
5000000,0.250,10.7
5020000,0.251,16.5
5040000,0.252,3.5
5060000,0.253,13.5
5080000,0.254,6.4
5100000,0.255,6.4
5120000,0.256,16.4
5140000,0.257,17.9
5160000,0.258,10.7
5180000,0.259,4.9
5200000,0.260,7.2
5220000,0.261,12.1
5240000,0.262,2.0
5260000,0.263,15.0
5280000,0.264,15.0
5300000,0.265,7.8
5320000,0.266,16.4
5340000,0.267,10.7
5360000,0.268,15.0
5380000,0.269,4.1
5400000,0.270,17.9
5420000,0.271,15.0
5440000,0.272,7.8
5460000,0.273,12.1
5480000,0.274,13.5
5500000,0.275,9.2
5520000,0.276,17.9
5540000,0.277,17.9
5560000,0.278,16.5
5580000,0.279,19.3
5600000,0.280,29.4
5620000,0.281,22.2
5640000,0.282,25.1
5660000,0.283,7.8
5680000,0.284,25.1
5700000,0.285,20.7
5720000,0.286,15.0
5740000,0.287,30.5
5760000,0.288,17.9
5780000,0.289,22.2
5800000,0.290,17.9
5820000,0.291,15.0
5840000,0.292,22.2
5860000,0.293,17.9
5880000,0.294,20.7
5900000,0.295,10.7
5920000,0.296,24.3
5940000,0.297,17.9
5960000,0.298,13.5
5980000,0.299,23.6
6000000,0.300,16.4
6020000,0.301,23.6
6040000,0.302,17.9
6060000,0.303,20.7
6080000,0.304,26.5
6100000,0.305,19.6
6120000,0.306,15.0
6140000,0.307,25.1
6160000,0.308,13.5
6180000,0.309,16.4
6200000,0.310,29.4
6220000,0.311,23.6
6240000,0.312,16.4
6260000,0.313,17.9
6280000,0.314,18.1
6300000,0.315,17.9
6320000,0.316,17.9
6340000,0.317,30.8
6360000,0.318,7.8
6380000,0.319,10.7
6400000,0.320,12.1
6420000,0.321,16.4
6440000,0.322,4.9
6460000,0.323,22.7
6480000,0.324,13.5
6500000,0.325,15.0
6520000,0.326,16.4
6540000,0.327,10.7
6560000,0.328,13.5
