FPGA idle power [mW]:,3776.4

Program energy [mJ]:,9.25

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,20.3
20000,0.001,31.8
40000,0.002,23.1
60000,0.003,24.6
80000,0.004,21.7
100000,0.005,23.1
120000,0.006,10.2
140000,0.007,11.7
160000,0.008,17.4
180000,0.009,14.5
200000,0.010,21.7
220000,0.011,18.8
240000,0.012,14.5
260000,0.013,13.1
280000,0.014,8.7
300000,0.015,24.6
320000,0.016,10.2
340000,0.017,21.7
360000,0.018,30.3
380000,0.019,26.0
400000,0.020,30.3
420000,0.021,30.3
440000,0.022,27.4
460000,0.023,30.3
480000,0.024,30.3
500000,0.025,31.9
520000,0.026,31.8
540000,0.027,27.4
560000,0.028,40.4
580000,0.029,34.6
600000,0.030,26.0
620000,0.031,30.3
640000,0.032,36.1
660000,0.033,39.0
680000,0.034,30.3
700000,0.035,36.1
720000,0.036,31.8
740000,0.037,30.3
760000,0.038,30.3
780000,0.039,21.7
800000,0.040,31.8
820000,0.041,31.8
840000,0.042,39.0
860000,0.043,31.9
880000,0.044,36.1
900000,0.045,30.3
920000,0.046,33.2
940000,0.047,31.8
960000,0.048,34.6
980000,0.049,34.6
1000000,0.050,31.8
1020000,0.051,28.9
1040000,0.052,31.9
1060000,0.053,21.7
1080000,0.054,24.6
1100000,0.055,26.0
1120000,0.056,34.6
1140000,0.057,33.2
1160000,0.058,28.9
1180000,0.059,27.4
1200000,0.060,37.5
1220000,0.061,25.7
1240000,0.062,27.4
1260000,0.063,34.6
1280000,0.064,28.9
1300000,0.065,24.6
1320000,0.066,31.8
1340000,0.067,27.4
1360000,0.068,36.1
1380000,0.069,30.3
1400000,0.070,39.6
1420000,0.071,30.3
1440000,0.072,33.2
1460000,0.073,33.2
1480000,0.074,20.3
1500000,0.075,24.6
1520000,0.076,34.6
1540000,0.077,37.5
1560000,0.078,30.3
1580000,0.079,25.7
1600000,0.080,37.5
1620000,0.081,34.6
1640000,0.082,36.1
1660000,0.083,30.3
1680000,0.084,37.5
1700000,0.085,30.3
1720000,0.086,34.6
1740000,0.087,30.3
1760000,0.088,41.2
1780000,0.089,36.1
1800000,0.090,28.9
1820000,0.091,34.6
1840000,0.092,36.1
1860000,0.093,28.9
1880000,0.094,36.1
1900000,0.095,28.9
1920000,0.096,27.4
1940000,0.097,31.9
1960000,0.098,36.1
1980000,0.099,27.4
2000000,0.100,24.6
2020000,0.101,30.3
2040000,0.102,26.0
2060000,0.103,31.8
2080000,0.104,31.8
2100000,0.105,39.0
2120000,0.106,27.2
2140000,0.107,20.3
2160000,0.108,31.8
2180000,0.109,36.1
2200000,0.110,27.4
2220000,0.111,24.6
2240000,0.112,26.0
2260000,0.113,30.3
2280000,0.114,30.3
2300000,0.115,30.3
2320000,0.116,31.8
2340000,0.117,31.8
2360000,0.118,33.2
2380000,0.119,40.4
2400000,0.120,33.2
2420000,0.121,34.6
2440000,0.122,28.9
2460000,0.123,31.8
2480000,0.124,28.8
2500000,0.125,28.9
2520000,0.126,37.5
2540000,0.127,27.4
2560000,0.128,31.8
2580000,0.129,30.3
2600000,0.130,39.0
2620000,0.131,31.8
2640000,0.132,36.1
2660000,0.133,36.5
2680000,0.134,26.0
2700000,0.135,31.8
2720000,0.136,28.9
2740000,0.137,39.0
2760000,0.138,36.1
2780000,0.139,33.2
2800000,0.140,28.9
2820000,0.141,39.0
2840000,0.142,33.4
2860000,0.143,31.8
2880000,0.144,28.9
2900000,0.145,30.3
2920000,0.146,30.3
2940000,0.147,31.8
2960000,0.148,37.5
2980000,0.149,33.2
3000000,0.150,31.8
3020000,0.151,30.3
3040000,0.152,24.6
3060000,0.153,27.4
3080000,0.154,28.9
3100000,0.155,34.6
3120000,0.156,33.2
3140000,0.157,24.6
3160000,0.158,30.3
3180000,0.159,30.3
3200000,0.160,19.5
3220000,0.161,26.0
3240000,0.162,28.9
3260000,0.163,24.6
3280000,0.164,36.1
3300000,0.165,27.4
3320000,0.166,31.8
3340000,0.167,18.8
3360000,0.168,20.3
3380000,0.169,41.2
3400000,0.170,31.8
3420000,0.171,33.2
3440000,0.172,27.4
3460000,0.173,34.6
3480000,0.174,28.9
3500000,0.175,33.2
3520000,0.176,30.3
3540000,0.177,34.6
3560000,0.178,31.9
3580000,0.179,39.0
3600000,0.180,26.0
3620000,0.181,31.8
3640000,0.182,31.8
3660000,0.183,33.2
3680000,0.184,28.9
3700000,0.185,34.6
3720000,0.186,37.5
3740000,0.187,30.3
3760000,0.188,27.4
3780000,0.189,26.0
3800000,0.190,37.5
3820000,0.191,30.3
3840000,0.192,31.8
3860000,0.193,39.0
3880000,0.194,53.3
3900000,0.195,41.8
3920000,0.196,36.5
3940000,0.197,44.7
3960000,0.198,36.1
3980000,0.199,23.1
4000000,0.200,23.1
4020000,0.201,23.1
4040000,0.202,11.6
4060000,0.203,17.4
4080000,0.204,23.1
4100000,0.205,24.1
4120000,0.206,26.0
4140000,0.207,18.8
4160000,0.208,27.4
4180000,0.209,26.0
4200000,0.210,31.8
4220000,0.211,24.6
4240000,0.212,27.4
4260000,0.213,23.1
4280000,0.214,27.2
4300000,0.215,26.0
4320000,0.216,21.7
4340000,0.217,23.1
4360000,0.218,34.6
4380000,0.219,27.4
4400000,0.220,20.3
4420000,0.221,31.8
4440000,0.222,28.9
4460000,0.223,28.8
4480000,0.224,30.3
4500000,0.225,24.6
4520000,0.226,28.9
4540000,0.227,24.6
4560000,0.228,27.4
4580000,0.229,28.9
4600000,0.230,23.1
4620000,0.231,33.2
4640000,0.232,30.3
4660000,0.233,21.7
4680000,0.234,24.6
4700000,0.235,18.8
