FPGA idle power [mW]:,3787.3

Program energy [mJ]:,9.37

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
5500000,0.275,22.3
5520000,0.276,28.1
5540000,0.277,22.3
5560000,0.278,28.1
5580000,0.279,25.2
5600000,0.280,26.6
5620000,0.281,33.8
5640000,0.282,23.7
5660000,0.283,25.6
5680000,0.284,33.8
5700000,0.285,25.2
5720000,0.286,16.5
5740000,0.287,25.2
5760000,0.288,20.9
5780000,0.289,28.1
5800000,0.290,23.7
5820000,0.291,25.2
5840000,0.292,28.7
5860000,0.293,29.5
5880000,0.294,26.6
5900000,0.295,25.2
5920000,0.296,23.7
5940000,0.297,29.5
5960000,0.298,26.6
5980000,0.299,30.9
6000000,0.300,23.7
6020000,0.301,27.2
6040000,0.302,19.4
6060000,0.303,23.7
6080000,0.304,30.9
6100000,0.305,28.1
6120000,0.306,26.6
6140000,0.307,25.2
6160000,0.308,26.6
6180000,0.309,20.9
6200000,0.310,25.6
6220000,0.311,28.1
6240000,0.312,20.9
6260000,0.313,26.6
6280000,0.314,35.3
6300000,0.315,29.5
6320000,0.316,19.4
6340000,0.317,38.1
6360000,0.318,28.1
6380000,0.319,24.1
6400000,0.320,33.8
6420000,0.321,29.5
6440000,0.322,30.9
6460000,0.323,30.9
6480000,0.324,26.6
6500000,0.325,29.5
6520000,0.326,26.6
6540000,0.327,18.0
6560000,0.328,28.7
6580000,0.329,29.5
6600000,0.330,33.8
6620000,0.331,26.6
6640000,0.332,23.7
6660000,0.333,22.3
6680000,0.334,26.6
6700000,0.335,23.7
6720000,0.336,20.9
6740000,0.337,28.7
6760000,0.338,33.8
6780000,0.339,18.0
6800000,0.340,23.7
6820000,0.341,32.4
6840000,0.342,29.5
6860000,0.343,28.1
6880000,0.344,25.2
6900000,0.345,25.2
6920000,0.346,21.0
6940000,0.347,29.5
6960000,0.348,25.2
6980000,0.349,22.3
7000000,0.350,30.9
7020000,0.351,28.1
7040000,0.352,26.6
7060000,0.353,29.5
7080000,0.354,35.3
7100000,0.355,22.5
7120000,0.356,25.2
7140000,0.357,38.1
7160000,0.358,28.1
7180000,0.359,30.9
7200000,0.360,28.1
7220000,0.361,30.9
7240000,0.362,26.6
7260000,0.363,16.5
7280000,0.364,25.6
7300000,0.365,35.3
7320000,0.366,28.1
7340000,0.367,32.4
7360000,0.368,30.9
7380000,0.369,22.3
7400000,0.370,33.8
7420000,0.371,30.9
7440000,0.372,28.1
7460000,0.373,31.8
7480000,0.374,30.9
7500000,0.375,23.7
7520000,0.376,23.7
7540000,0.377,32.4
7560000,0.378,29.5
7580000,0.379,28.1
7600000,0.380,23.7
7620000,0.381,23.7
7640000,0.382,27.2
7660000,0.383,30.9
7680000,0.384,33.8
7700000,0.385,30.9
7720000,0.386,33.8
